rcid,unres,date,year,me,nu,di,co,hr,ec,developed_abstain,developed_yes,developed_no,developed_absent,developed_not_member,undeveloped_abstain,undeveloped_yes,undeveloped_no,undeveloped_absent,undeveloped_not_member
5158,R/66/46,2011-12-02,2011,0,1,1,0,0,0,14,52,25,5,0,9,78,1,9,0
5159,R/66/48,2011-12-02,2011,0,1,1,0,0,0,6,43,43,4,0,7,74,6,10,0
5160,R/66/49,2011-12-02,2011,0,0,1,0,0,0,10,83,0,3,0,8,78,0,11,0
5161,R/66/51,2011-12-02,2011,0,1,1,0,0,0,10,43,38,5,0,8,74,7,8,0
5162,R/66/57,2011-12-02,2011,0,1,1,0,0,0,4,45,42,5,0,8,72,6,11,0
5163,R/66/6,2011-10-25,2011,0,0,0,0,0,1,1,91,2,2,0,2,95,0,0,0
5164,R/66/61,2011-12-02,2011,0,1,1,0,0,0,2,87,4,3,0,3,80,2,12,0
5165,R/66/64,2011-12-02,2011,0,1,0,0,0,0,1,91,0,4,0,2,84,1,10,0
5166,R/66/72,2011-12-09,2011,1,0,0,0,0,0,4,84,1,7,0,4,76,0,17,0
5167,R/66/73,2011-12-09,2011,0,0,0,0,0,0,1,84,5,6,0,2,79,2,14,0
5168,R/66/74,2011-12-09,2011,1,0,0,0,0,0,0,85,5,6,0,2,80,2,13,0
5169,R/66/75,2011-12-09,2011,1,0,0,0,0,0,0,85,5,6,0,2,80,2,13,0
5170,R/66/76,2011-12-09,2011,1,0,0,1,1,0,49,34,7,6,0,26,52,2,17,0
5171,R/66/77,2011-12-09,2011,1,0,0,1,1,0,0,85,5,6,0,2,79,2,14,0
5172,R/66/78,2011-12-09,2011,1,0,0,1,1,0,1,84,5,6,0,3,78,2,14,0
5173,R/66/79,2011-12-09,2011,1,0,0,1,1,0,0,83,7,6,0,4,76,2,15,0
5174,R/66/80,2011-12-09,2011,1,0,0,1,1,0,4,85,1,6,0,7,77,0,13,0
5175,R/66/82,2011-12-09,2011,0,0,0,1,0,0,4,86,0,6,0,0,84,0,13,0
5176,R/66/83,2011-12-09,2011,0,0,0,1,0,1,2,86,2,6,0,0,84,0,13,0
5177,R/66/84,2011-12-09,2011,0,0,0,1,0,0,46,43,0,7,0,10,72,0,15,0
5178,R/66/90,2011-12-09,2011,0,0,0,1,0,0,2,84,3,7,0,0,82,0,15,0
5887,R/65/276,2011-05-03,2011,0,0,0,0,0,0,7,3,80,5,0,13,3,62,20,1
5888,R/66/1,2011-09-16,2011,0,0,0,0,0,0,7,6,71,11,0,5,16,36,40,1
5889,,2011-11-18,2011,0,0,0,0,0,0,18,3,64,10,0,25,8,32,33,1
5890,,2011-11-18,2011,0,0,0,0,0,0,20,4,62,9,0,25,8,32,33,1
5891,R/66/28,2011-12-02,2011,0,1,1,0,0,0,35,46,7,8,0,11,69,2,17,0
5892,R/66/28,2011-12-02,2011,0,0,0,0,0,0,33,48,7,8,0,9,71,0,19,0
5893,R/66/33,2011-12-02,2011,0,0,1,0,0,0,0,0,1,94,0,0,0,3,91,1
5894,R/66/37,2011-12-02,2011,0,0,1,0,0,1,28,62,0,6,0,4,79,1,15,0
5895,R/66/39,2011-12-02,2011,0,0,0,0,0,0,10,83,0,3,0,13,70,0,15,1
5896,R/66/39,2011-12-02,2011,0,0,0,0,0,0,9,84,0,3,0,11,70,0,17,1
5897,R/66/39,2011-12-02,2011,0,0,0,0,0,0,9,84,0,3,0,11,72,0,15,1
5898,R/66/39,2011-12-02,2011,0,0,0,0,0,0,10,83,0,3,0,11,74,0,13,1
5899,R/66/39,2011-12-02,2011,0,0,0,0,0,0,11,82,0,3,0,13,72,0,13,1
5900,R/66/39,2011-12-02,2011,0,0,0,0,0,0,10,83,0,3,0,12,73,0,13,1
5901,R/66/40,2011-12-02,2011,0,1,0,0,0,0,5,86,0,5,0,2,84,1,12,0
5902,R/66/40,2011-12-02,2011,0,0,0,0,0,0,2,86,2,6,0,1,82,2,14,0
5903,R/66/44,2011-12-02,2011,0,1,1,0,0,0,5,85,1,4,0,10,74,1,14,0
5904,R/66/44,2011-12-02,2011,0,0,0,0,0,0,7,85,0,3,0,9,75,2,13,0
5905,R/66/45,2011-12-02,2011,0,1,1,0,0,0,2,90,0,4,0,2,85,1,10,0
5906,R/66/45,2011-12-02,2011,0,0,0,0,0,0,0,90,1,5,0,2,84,2,10,0
5907,R/66/45,2011-12-02,2011,0,0,0,0,0,0,1,91,0,4,0,2,86,1,10,0
5908,R/66/45,2011-12-02,2011,0,0,0,0,0,0,4,86,1,5,0,2,83,2,11,0
5909,R/66/45,2011-12-02,2011,0,0,0,0,0,0,3,89,0,4,0,2,83,1,12,0
5910,R/66/51,2011-12-02,2011,0,1,1,0,0,0,8,82,0,6,0,6,80,0,13,0
5911,R/66/51,2011-12-02,2011,0,0,0,0,0,0,3,89,0,4,0,3,85,1,10,0
5912,R/66/61,2011-12-02,2011,0,1,1,0,0,0,0,91,1,4,0,2,79,1,17,0
5913,R/66/61,2011-12-02,2011,0,0,0,0,0,0,0,91,1,4,0,2,80,1,16,0
5914,R/66/61,2011-12-02,2011,0,0,0,0,0,0,0,92,1,3,0,2,81,0,16,0
5915,R/66/64,2011-12-02,2011,0,1,0,0,0,0,1,91,0,4,0,2,83,1,12,0
5916,R/66/175,2011-12-19,2011,0,0,0,0,1,0,12,13,65,6,0,30,22,35,11,0
5917,R/66/247,2011-12-24,2011,0,0,0,0,0,0,6,73,3,14,0,9,44,4,42,0
5179,R/66/257,2012-04-09,2012,0,0,0,0,0,0,2,40,44,10,0,2,58,4,33,0
5180,R/66/253,2012-02-16,2012,0,0,0,0,0,0,4,80,6,6,0,13,57,6,21,0
5181,R/67/4,2012-11-13,2012,0,0,0,0,0,1,0,93,3,0,0,2,95,0,0,0
5182,R/67/19,2012-11-29,2012,1,0,0,0,0,0,23,65,7,1,0,18,73,2,4,0
5183,R/67/20,2012-11-30,2012,1,0,0,0,1,0,40,45,5,6,0,16,61,2,18,0
5184,R/67/21,2012-11-30,2012,1,0,0,0,1,0,41,44,5,6,0,20,59,2,16,0
5185,R/67/22,2012-11-30,2012,1,0,0,0,0,0,0,86,5,5,0,7,74,2,14,0
5186,R/67/23,2012-11-30,2012,1,0,0,0,0,0,1,86,4,5,0,4,77,2,14,0
5187,R/67/24,2012-11-30,2012,1,0,0,0,0,0,1,86,5,4,0,5,76,2,14,0
5188,R/67/25,2012-11-30,2012,0,0,0,0,0,0,41,47,4,4,0,18,63,2,14,0
5189,R/67/29,2012-12-03,2012,0,1,1,0,0,0,45,45,0,6,0,12,81,0,4,0
5190,R/67/30,2012-12-03,2012,0,0,1,0,0,0,2,89,0,5,0,0,94,0,3,0
5191,R/67/31,2012-12-03,2012,0,1,0,0,0,0,30,58,2,6,0,5,88,0,4,0
5192,R/67/32,2012-12-03,2012,0,0,1,0,0,0,10,79,0,7,0,9,86,0,2,0
5193,R/67/33,2012-12-03,2012,0,1,1,0,0,0,15,53,22,6,0,11,82,0,4,0
5194,R/67/34,2012-12-03,2012,0,1,1,0,0,0,2,84,5,5,0,3,91,1,2,0
5195,R/67/35,2012-12-03,2012,0,0,0,0,0,0,3,89,0,4,0,1,92,0,4,0
5196,R/67/36,2012-12-03,2012,0,0,0,0,0,0,22,65,4,5,0,5,90,0,2,0
5197,R/67/38,2012-12-03,2012,0,0,1,0,0,0,40,48,4,4,0,10,84,1,2,0
5198,R/67/39,2012-12-03,2012,0,1,1,0,0,0,4,87,0,5,0,0,92,0,5,0
5199,R/67/42,2012-12-03,2012,0,0,1,0,0,0,9,81,1,5,0,11,81,0,5,0
5200,R/67/43,2012-12-03,2012,0,0,0,0,0,0,1,90,0,5,0,0,93,1,3,0
5201,R/67/45,2012-12-03,2012,0,1,1,0,0,0,6,44,42,4,0,9,79,6,3,0
5202,R/67/46,2012-12-03,2012,0,1,1,0,0,0,14,74,4,4,0,5,90,0,2,0
5203,R/67/53,2012-12-03,2012,0,1,1,0,0,0,11,82,0,3,0,10,84,1,2,0
5204,R/67/55,2012-12-03,2012,0,1,0,0,0,0,2,86,4,4,0,2,93,0,2,0
5205,R/67/56,2012-12-03,2012,0,1,1,0,0,0,17,68,4,7,0,14,79,0,4,0
5206,R/67/59,2012-12-03,2012,0,1,1,0,0,0,6,87,0,3,0,7,87,1,2,0
5207,R/67/60,2012-12-03,2012,0,1,1,0,0,0,11,43,37,5,0,7,81,7,2,0
5208,R/67/62,2012-12-03,2012,0,0,1,0,0,0,1,92,0,3,0,1,93,1,2,0
5209,R/67/64,2012-12-03,2012,0,1,1,0,0,0,4,46,43,3,0,6,83,6,2,0
5210,R/67/73,2012-12-03,2012,0,1,1,0,0,0,2,87,4,3,0,4,87,2,4,0
5211,R/67/76,2012-12-03,2012,0,1,0,0,0,0,1,92,0,3,0,2,92,1,2,0
5212,R/67/78,2012-12-11,2012,0,0,0,0,0,0,3,74,1,18,0,1,51,0,45,0
5213,R/67/114,2012-12-18,2012,1,0,0,0,0,0,3,88,1,4,0,5,82,0,10,0
5214,R/67/115,2012-12-18,2012,0,0,0,0,0,0,1,87,4,4,0,3,83,2,9,0
5215,R/67/116,2012-12-18,2012,1,0,0,0,0,0,0,88,4,4,0,1,84,2,10,0
5216,R/67/117,2012-12-18,2012,1,0,0,0,0,0,0,88,4,4,0,2,85,2,8,0
5217,R/67/118,2012-12-18,2012,1,0,0,1,1,0,48,38,6,4,0,24,60,2,11,0
5218,R/67/119,2012-12-18,2012,1,0,0,1,1,0,0,87,4,5,0,3,84,2,8,0
5219,R/67/120,2012-12-18,2012,1,0,0,1,1,0,1,87,4,4,0,4,82,2,9,0
5220,R/67/121,2012-12-18,2012,1,0,0,1,1,0,0,86,6,4,0,6,78,2,11,0
5221,R/67/122,2012-12-18,2012,1,0,0,1,1,0,3,87,1,5,0,8,81,0,8,0
5222,R/67/125,2012-12-18,2012,0,0,0,1,0,0,4,88,0,4,0,0,87,0,10,0
5223,R/67/126,2012-12-18,2012,0,0,0,1,0,1,2,88,2,4,0,0,90,0,7,0
5224,R/67/127,2012-12-18,2012,0,0,0,1,0,0,45,47,0,4,0,9,80,0,8,0
5225,R/67/133,2012-12-18,2012,0,0,0,1,0,0,1,87,3,5,0,0,87,0,10,0
5226,R/67/134,2012-12-18,2012,0,0,0,1,0,0,2,86,3,5,0,0,89,0,8,0
5227,R/67/139,2012-12-20,2012,0,0,0,0,1,1,62,23,4,7,0,56,31,1,9,0
5228,R/67/154,2012-12-20,2012,0,0,0,0,1,0,41,51,3,1,0,13,78,0,6,0
5229,R/67/155,2012-12-20,2012,0,0,0,0,1,0,38,51,6,1,0,10,82,1,4,0
5230,R/67/158,2012-12-20,2012,1,0,0,1,1,0,0,90,5,1,0,3,89,2,3,0
5231,R/67/159,2012-12-20,2012,0,0,0,1,1,0,4,46,45,1,0,3,82,9,3,0
5232,R/67/162,2012-12-20,2012,0,0,0,0,1,0,2,92,0,2,0,8,82,1,6,0
5233,R/67/165,2012-12-20,2012,0,0,0,0,1,0,0,50,45,1,0,2,83,9,3,0
5234,R/67/168,2012-12-20,2012,0,0,0,0,1,0,23,69,0,4,0,44,48,0,5,0
5235,R/67/170,2012-12-20,2012,0,0,0,0,1,0,0,48,45,3,0,4,80,9,4,0
5236,R/67/171,2012-12-20,2012,0,0,0,0,1,1,22,68,4,2,0,6,86,0,5,0
5237,R/67/173,2012-12-20,2012,0,0,0,0,1,0,1,48,45,2,0,5,79,9,4,0
5238,R/67/175,2012-12-20,2012,0,0,0,0,1,0,4,44,45,3,0,2,82,8,5,0
5239,R/67/176,2012-12-20,2012,0,0,0,0,1,0,9,61,23,3,0,25,50,18,4,0
5240,R/67/182,2012-12-20,2012,0,0,0,0,1,0,19,61,13,3,0,46,25,19,7,0
5241,R/67/183,2012-12-20,2012,0,0,0,0,1,0,10,79,6,1,0,26,56,6,9,0
5242,R/67/201,2012-12-21,2012,0,0,0,0,0,1,2,86,6,2,0,3,86,3,5,0
5243,R/67/202,2012-12-21,2012,0,0,0,0,0,1,5,74,15,2,0,6,67,16,8,0
5244,R/67/217,2012-12-21,2012,0,0,0,0,0,1,4,48,41,3,0,1,84,6,6,0
5245,R/67/219,2012-12-21,2012,0,0,0,0,0,1,42,48,3,3,0,7,81,0,9,0
5246,R/67/229,2012-12-21,2012,1,0,0,1,0,0,2,88,5,1,0,7,82,2,6,0
5247,R/67/234,2012-12-24,2012,0,0,1,0,0,1,10,76,0,10,0,7,57,0,33,0
5248,R/67/243,2012-12-24,2012,0,0,0,0,0,0,5,80,0,11,0,7,59,0,31,0
5918,R/66/257,2012-04-09,2012,0,0,0,0,0,0,2,44,40,10,0,2,4,57,35,0
5919,R/66/257,2012-04-09,2012,0,0,0,0,0,0,2,40,44,10,0,2,58,4,34,0
5920,R/66/277,2012-06-21,2012,1,0,0,0,0,0,41,40,3,12,0,8,57,0,33,0
5921,R/67/34,2012-12-03,2012,0,1,0,0,0,0,3,85,2,6,0,2,87,2,8,0
5922,R/67/43,2012-12-03,2012,0,0,0,0,0,0,1,91,0,4,0,1,92,1,5,0
5923,R/67/43,2012-12-03,2012,0,0,0,0,0,0,1,91,0,4,0,1,90,1,7,0
5924,R/677/46,2012-12-03,2012,0,1,1,0,0,0,13,75,3,5,0,4,87,1,7,0
5925,R/67/53,2012-12-03,2012,0,1,1,0,0,0,14,78,1,3,0,13,78,2,6,0
5926,R/67/59,2012-12-03,2012,0,1,1,0,0,1,1,91,1,3,0,2,89,2,5,0
5927,R/67/59,2012-12-03,2012,0,0,0,0,0,0,2,91,0,3,0,2,91,1,5,0
5928,R/67/59,2012-12-03,2012,0,0,0,0,0,0,4,88,1,3,0,4,89,1,5,0
5929,R/67/59,2012-12-03,2012,0,0,0,0,0,0,5,88,0,3,0,2,90,1,5,0
5930,R/67/60,2012-12-03,2012,0,1,0,0,0,0,4,88,0,4,0,2,90,1,6,0
5931,R/67/62,2012-12-03,2012,0,0,1,0,0,0,31,62,0,3,0,3,88,1,7,0
5932,R/67/73,2012-12-03,2012,0,0,0,0,0,0,0,92,1,3,0,2,88,1,8,0
5933,R/67/73,2012-12-03,2012,0,0,0,0,0,0,0,92,1,3,0,2,88,1,8,0
5934,R/67/76,2012-12-03,2012,0,1,0,0,0,0,2,91,0,3,0,2,90,1,5,0
5935,R/67/234,2012-12-24,2012,0,0,1,0,1,1,10,76,1,9,0,10,52,0,37,0
5936,R/67/234,2012-12-24,2012,0,0,0,0,0,0,11,75,1,9,0,13,50,0,36,0
5937,R/67/243,2012-12-24,2012,0,0,0,0,0,0,25,7,51,13,0,40,10,8,40,1
5938,R/67/243,2012-12-24,2012,0,0,0,0,0,0,5,80,0,11,0,7,59,0,33,0
5939,R/67/246,2012-12-24,2012,0,0,0,0,0,1,6,75,4,11,0,13,42,8,36,0
5249,R/68/8,2013-10-29,2013,0,0,0,0,0,1,1,93,2,0,0,2,95,0,0,0
5250,R/68/17,2013-11-26,2013,0,0,0,0,0,0,42,44,4,6,0,16,68,2,11,0
5251,R/68/16,2013-11-26,2013,1,0,0,0,0,0,2,84,4,6,0,6,78,2,11,0
5252,R/68/15,2013-11-26,2013,1,0,0,0,0,0,1,85,4,6,0,5,80,2,10,0
5253,R/68/14,2013-11-26,2013,1,0,0,0,0,0,0,85,5,6,0,7,78,2,10,0
5254,R/68/13,2013-11-26,2013,1,0,0,0,1,0,42,42,5,7,0,17,66,2,12,0
5255,R/68/12,2013-11-26,2013,1,0,0,0,1,0,41,43,5,7,0,15,67,2,13,0
5256,R/68/24,2013-12-05,2013,0,0,0,0,0,0,37,52,4,3,0,8,78,0,11,0
5257,R/68/28,2013-12-05,2013,0,1,1,0,0,0,47,46,0,3,0,10,81,0,6,0
5258,R/68/29,2013-12-05,2013,0,0,1,0,0,0,2,91,0,3,0,0,89,0,8,0
5259,R/68/30,2013-12-05,2013,0,0,1,0,0,0,8,85,0,3,0,11,80,0,6,0
5260,R/68/31,2013-12-05,2013,0,0,1,0,0,1,10,83,0,3,0,19,69,0,9,0
5261,R/68/32,2013-12-05,2013,0,1,1,0,0,0,13,55,26,2,0,7,82,2,6,0
5262,R/68/35,2013-12-05,2013,0,1,1,0,0,0,2,45,46,3,0,7,75,7,8,0
5263,R/68/38,2013-12-05,2013,0,0,1,0,0,0,42,48,4,2,0,10,79,1,7,0
5264,R/68/39,2013-12-05,2013,0,1,1,0,0,0,2,85,5,4,0,3,86,2,6,0
5265,R/68/40,2013-12-05,2013,0,1,1,0,0,0,6,45,43,2,0,4,80,7,6,0
5266,R/68/42,2013-12-05,2013,0,1,1,0,0,0,15,54,24,3,0,10,79,0,8,0
5267,R/68/43,2013-12-05,2013,0,0,1,0,0,0,12,82,0,2,0,16,72,0,9,0
5268,R/68/44,2013-12-05,2013,0,0,1,0,0,0,1,92,0,3,0,3,85,0,9,0
5269,R/68/46,2013-12-05,2013,0,1,1,0,0,0,16,73,4,3,0,4,85,0,8,0
5270,R/68/51,2013-12-05,2013,0,1,1,0,0,0,7,86,0,3,0,7,83,1,6,0
5271,R/68/56,2013-12-05,2013,0,0,1,0,0,0,1,93,0,2,0,1,89,1,6,0
5272,R/68/58,2013-12-05,2013,0,1,1,0,0,0,4,47,43,2,0,5,79,6,7,0
5273,R/68/65,2013-12-05,2013,0,1,1,0,0,0,2,88,4,2,0,4,81,1,11,0
5274,R/68/68,2013-12-05,2013,0,1,0,0,0,0,1,93,0,2,0,2,88,1,6,0
5275,R/68/47,2013-12-05,2013,0,1,1,0,0,0,12,43,37,4,0,5,79,7,6,0
5276,R/68/70,2013-12-09,2013,0,0,0,0,0,0,2,66,1,27,0,0,49,0,48,0
5277,R/68/88,2013-12-11,2013,0,0,0,1,0,1,2,88,2,4,0,0,92,0,5,0
5278,R/68/97,2013-12-11,2013,0,0,0,1,0,0,1,88,3,4,0,0,90,0,7,0
5279,R/68/96,2013-12-11,2013,0,0,0,1,0,0,1,88,3,4,0,0,90,0,7,0
5280,R/68/89,2013-12-11,2013,0,0,0,1,0,0,45,47,0,4,0,10,81,0,6,0
5281,R/68/83,2013-12-11,2013,1,0,0,1,1,0,0,86,6,4,0,8,79,2,8,0
5282,R/68/82,2013-12-11,2013,1,0,0,1,1,0,2,86,4,4,0,7,81,2,7,0
5283,R/68/81,2013-12-11,2013,1,0,0,1,1,0,1,86,4,5,0,6,83,2,6,0
5284,R/68/80,2013-12-11,2013,1,0,0,1,1,0,49,35,6,6,0,26,60,2,9,0
5285,R/68/76,2013-12-11,2013,1,0,0,0,0,0,3,86,1,6,0,5,87,0,5,0
5286,R/68/79,2013-12-11,2013,1,0,0,0,0,0,0,87,4,5,0,5,85,2,5,0
5287,R/68/84,2013-12-11,2013,1,0,0,1,1,0,3,87,1,5,0,9,82,0,6,0
5288,R/68/87,2013-12-11,2013,0,0,0,1,0,0,4,87,0,5,0,0,92,0,5,0
5289,R/68/78,2013-12-11,2013,1,0,0,0,0,0,0,86,4,6,0,6,84,2,5,0
5290,R/68/77,2013-12-11,2013,0,0,0,0,0,0,1,85,4,6,0,5,85,2,5,0
5291,R/68/182,2013-12-18,2013,0,0,0,0,1,0,11,77,7,1,0,36,50,6,5,0
5292,R/68/175,2013-12-18,2013,0,0,0,0,1,0,5,46,44,1,0,1,86,8,2,0
5293,R/68/168,2013-12-18,2013,0,0,0,0,1,0,0,50,45,1,0,0,86,10,1,0
5294,R/68/161,2013-12-18,2013,0,0,0,0,1,0,1,49,45,1,0,0,86,9,2,0
5295,R/68/162,2013-12-18,2013,0,0,0,0,1,0,0,50,45,1,0,0,85,10,2,0
5296,R/68/158,2013-12-18,2013,0,0,0,0,1,1,22,70,4,0,0,6,88,0,3,0
5297,R/68/159,2013-12-18,2013,0,0,0,0,1,0,0,49,45,2,0,0,87,9,1,0
5298,R/68/154,2013-12-18,2013,1,0,0,1,1,0,0,89,5,2,0,4,89,2,2,0
5299,R/68/152,2013-12-18,2013,0,0,0,1,1,0,3,48,45,0,0,5,80,10,2,0
5300,R/68/151,2013-12-18,2013,0,0,0,0,1,0,35,51,10,0,0,11,83,1,2,0
5301,R/68/150,2013-12-18,2013,0,0,0,0,1,0,42,51,3,0,0,9,84,1,3,0
5302,R/68/144,2013-12-18,2013,0,0,0,0,1,0,14,25,56,1,0,9,69,15,4,0
5303,R/68/184,2013-12-18,2013,0,0,0,0,1,0,17,61,15,3,0,44,25,21,7,0
5304,R/68/200,2013-12-20,2013,0,0,0,0,0,1,41,48,2,5,0,9,79,0,9,0
5305,R/68/209,2013-12-20,2013,0,0,0,0,0,1,17,74,0,5,0,17,70,1,9,0
5306,R/68/235,2013-12-20,2013,1,0,0,1,0,0,2,87,4,3,0,7,81,2,7,0
5307,R/68/206,2013-12-20,2013,0,0,0,0,0,1,1,85,5,5,0,3,84,1,9,0
5308,R/68/241,2013-12-27,2013,0,0,0,0,1,0,0,78,0,18,0,1,54,1,41,0
5940,R/67/279,2013-06-28,2013,1,0,0,0,0,0,37,34,3,22,0,9,46,0,43,1
5309,R/68/262,2014-03-27,2014,0,0,0,0,0,0,19,66,4,7,0,39,34,7,17,0
5310,R/68/274,2014-06-05,2014,0,0,0,0,0,1,35,50,4,7,0,44,19,9,25,0
5311,R/68/292,2014-06-30,2014,1,0,0,0,0,0,0,77,3,16,0,1,61,0,35,0
5312,R/68/304,2014-09-09,2014,0,0,0,0,0,0,33,51,11,1,0,8,73,0,16,0
5313,R/69/5,2014-10-28,2014,0,0,0,0,0,1,1,93,2,0,0,2,95,0,0,0
5314,R/69/14,2014-11-11,2014,0,0,1,0,0,0,0,72,0,24,0,1,36,0,60,0
5315,R/69/20,2014-11-25,2014,1,0,0,0,1,0,40,42,5,9,0,16,52,2,27,0
5316,R/69/21,2014-11-25,2014,1,0,0,0,1,0,41,41,5,9,0,18,50,2,27,0
5317,R/69/22,2014-11-25,2014,1,0,0,0,0,0,1,83,5,7,0,8,64,2,23,0
5318,R/69/23,2014-11-25,2014,1,0,0,0,0,0,2,83,4,7,0,6,65,2,24,0
5319,R/69/24,2014-11-25,2014,1,0,0,0,0,0,3,80,4,9,0,7,64,2,24,0
5320,R/69/25,2014-11-25,2014,0,0,0,0,0,0,41,43,4,8,0,16,56,2,23,0
5321,R/69/27,2014-12-02,2014,0,0,1,0,0,1,0,89,2,5,0,1,85,0,11,0
5322,R/69/30,2014-12-02,2014,0,1,1,0,0,0,46,45,0,5,0,10,80,0,7,0
5323,R/69/31,2014-12-02,2014,0,0,1,0,0,0,2,89,0,5,0,0,89,0,8,0
5324,R/69/32,2014-12-02,2014,0,0,1,0,0,0,41,47,2,6,0,5,79,2,11,0
5325,R/69/34,2014-12-02,2014,0,0,1,0,0,0,7,84,0,5,0,10,80,0,7,0
5326,R/69/35,2014-12-02,2014,0,1,0,0,0,0,2,85,4,5,0,1,88,0,8,0
5327,R/69/37,2014-12-02,2014,0,1,1,0,0,0,2,84,5,5,0,3,85,2,7,0
5328,R/69/40,2014-12-02,2014,0,1,0,0,0,0,6,43,42,5,0,4,81,6,6,0
5329,R/69/41,2014-12-02,2014,0,1,1,0,0,0,17,68,5,6,0,3,86,0,8,0
5330,R/69/42,2014-12-02,2014,0,1,1,0,0,0,9,78,4,5,0,2,88,0,7,0
5331,R/69/43,2014-12-02,2014,0,1,1,0,0,0,14,53,23,6,0,9,81,0,7,0
5332,R/69/44,2014-12-02,2014,0,0,1,0,0,0,9,82,0,5,0,8,80,1,8,0
5333,R/69/47,2014-12-02,2014,0,0,1,0,0,0,1,91,0,4,0,1,90,1,5,0
5334,R/69/48,2014-12-02,2014,0,1,1,0,0,0,12,42,37,5,0,5,79,7,6,0
5335,R/69/49,2014-12-02,2014,0,0,1,0,0,1,10,82,0,4,0,19,72,0,6,0
5336,R/69/52,2014-12-02,2014,0,1,1,0,0,0,6,87,0,3,0,8,83,1,5,0
5337,R/69/53,2014-12-02,2014,0,0,0,0,0,0,2,90,0,4,0,0,91,0,6,0
5338,R/69/54,2014-12-02,2014,0,0,1,0,0,0,41,47,4,4,0,8,84,1,4,0
5339,R/69/57,2014-12-02,2014,0,0,0,0,0,0,22,65,4,5,0,5,85,0,7,0
5340,R/69/58,2014-12-02,2014,0,1,1,0,0,0,13,55,23,5,0,6,84,1,6,0
5341,R/69/59,2014-12-02,2014,0,0,1,0,0,0,5,86,0,5,0,5,84,1,7,0
5342,R/69/61,2014-12-02,2014,0,0,1,0,0,0,0,91,0,5,0,0,92,0,5,0
5343,R/69/62,2014-12-02,2014,0,0,0,0,0,0,0,93,0,3,0,2,87,0,8,0
5344,R/69/66,2014-12-02,2014,0,1,0,0,0,0,4,87,0,5,0,0,89,0,8,0
5345,R/69/67,2014-12-02,2014,0,0,1,0,0,1,1,90,0,5,0,0,91,0,6,0
5346,R/69/69,2014-12-02,2014,0,1,1,0,0,0,4,44,43,5,0,3,81,7,6,0
5347,R/69/78,2014-12-02,2014,0,1,1,0,0,0,13,76,4,3,0,5,85,1,6,0
5348,R/69/81,2014-12-02,2014,0,1,0,0,0,0,1,92,0,3,0,2,87,1,7,0
5349,R/69/106,2014-12-05,2014,0,0,0,1,0,0,1,85,3,7,0,0,88,0,9,0
5350,R/69/107,2014-12-05,2014,0,0,0,1,0,0,1,86,3,6,0,0,87,0,10,0
5351,R/69/86,2014-12-05,2014,1,0,0,0,0,0,4,85,1,6,0,6,78,0,13,0
5352,R/69/87,2014-12-05,2014,0,0,0,0,0,0,1,86,5,4,0,5,79,2,11,0
5353,R/69/88,2014-12-05,2014,1,0,0,0,0,0,1,86,4,5,0,5,80,2,10,0
5354,R/69/89,2014-12-05,2014,1,0,0,0,0,0,1,85,5,5,0,5,80,2,10,0
5355,R/69/90,2014-12-05,2014,1,0,0,1,1,0,50,34,7,5,0,29,54,2,12,0
5356,R/69/91,2014-12-05,2014,1,0,0,1,0,0,2,85,5,4,0,7,78,2,10,0
5357,R/69/92,2014-12-05,2014,1,0,0,0,0,0,3,85,5,3,0,9,74,2,12,0
5358,R/69/93,2014-12-05,2014,1,0,0,0,1,0,2,85,6,3,0,9,74,2,12,0
5359,R/69/94,2014-12-05,2014,0,0,0,0,0,0,4,86,1,5,0,11,76,0,10,0
5360,R/69/97,2014-12-05,2014,0,0,0,1,0,0,4,88,0,4,0,0,86,0,11,0
5361,R/69/98,2014-12-05,2014,0,0,0,1,0,1,2,87,2,5,0,0,88,0,9,0
5362,R/69/99,2014-12-05,2014,0,0,0,1,0,0,45,45,0,6,0,8,80,0,9,0
5363,R/69/155,2014-12-18,2014,0,0,0,0,1,0,46,47,2,1,0,10,78,0,9,0
5364,R/69/160,2014-12-18,2014,0,0,0,0,1,0,43,50,3,0,0,8,82,1,6,0
5365,R/69/162,2014-12-18,2014,0,0,0,0,1,0,34,51,9,2,0,8,83,1,5,0
5366,R/69/163,2014-12-18,2014,0,0,0,1,1,0,2,49,44,1,0,5,81,8,3,0
5367,R/69/165,2014-12-18,2014,1,0,0,1,1,0,1,90,5,0,0,3,90,2,2,0
5368,R/69/170,2014-12-18,2014,0,0,0,0,0,0,1,93,0,2,0,15,78,0,4,0
5369,R/69/171,2014-12-18,2014,0,0,0,0,1,0,1,92,0,3,0,2,90,1,4,0
5370,R/69/173,2014-12-18,2014,0,0,0,0,1,0,0,50,45,1,0,1,85,8,3,0
5371,R/69/176,2014-12-18,2014,0,0,0,0,1,0,1,49,45,1,0,1,85,8,3,0
5372,R/69/178,2014-12-18,2014,0,0,0,0,0,0,4,46,45,1,0,2,83,8,4,0
5373,R/69/180,2014-12-18,2014,0,0,0,0,1,0,0,50,45,1,0,1,84,8,4,0
5374,R/69/181,2014-12-18,2014,0,0,0,0,1,1,22,67,5,2,0,4,89,0,4,0
5375,R/69/182,2014-12-18,2014,0,0,0,0,0,0,19,75,0,2,0,47,47,0,3,0
